0.8104
0.8486
0.8598
0.871
0.8768
0.882
0.8856
0.8852
0.8899
0.8926
0.8944
0.8985
0.8988
0.8995
0.8991
0.9038
0.899
0.9065
0.907
0.9098
0.9084
0.9105
0.9106
0.9099
0.9121
0.9151
0.9148
0.9168
0.9145
0.9157
